layout,WPM,CER,NER,numC,numIF,numF,numINF,numCancel,presented_str,input_str,timed_actions
1,3.0250454410078107,0.35714285714285715,0.0,27,3,3,0,12,world population is growing,world population is growing,"[0.000000,r],[2.045074,del],[3.917725,o],[4.907288,del],[7.243225,cancel],[10.495453,w],[13.958954,o],[17.481873,r],[20.489349,l],[23.689056,d],[24.948273, ],[29.146057,p],[30.800842,o],[33.883301,cancel],[35.611542,cancel],[37.984772,p],[41.277924,u],[43.811829,l],[44.958435,a],[46.555389,t],[49.547760,cancel],[51.265167,i],[54.462677,o],[57.270844,cancel],[58.478088,cancel],[60.041077,n],[65.102936,cancel],[66.388458, ],[69.142914,i],[71.558838,cancel],[73.076599,cancel],[74.207520,s],[75.155640, ],[78.961304,g],[80.900574,r],[82.886230,o],[84.762268,r],[86.111938,del],[87.628143,cancel],[89.264038,cancel],[91.553833,w],[94.691284,i],[97.521332,cancel],[99.014008,n],[103.138947,g],[104.702454,done]"
1,3.368661091063798,0.34285714285714286,0.0,23,3,3,0,9,we are having spaghetti,we are having spaghetti,"[0.000000,cancel],[2.317444,w],[4.006531,e],[5.078186, ],[6.613312,cancel],[7.730896,a],[10.225311,cancel],[11.489014,r],[12.713837,e],[13.598114,t],[15.224487,cancel],[16.101776,del],[16.883514, ],[20.891785,h],[21.897369,a],[24.477936,cancel],[31.230469,v],[34.218201,i],[38.013977,n],[42.148315,g],[44.106537, ],[47.113678,cancel],[48.942657,s],[51.922668,p],[52.923065,a],[56.650146,g],[59.497070,h],[60.593567,e],[62.265839,e],[63.464508,del],[64.379608,t],[65.027039,t],[70.022644,cancel],[71.593475,cancel],[73.102081,i],[75.800842,cancel],[76.883087,s],[78.369415,del],[79.632904,done]"
1,3.6192390810749018,0.24242424242424243,0.0,25,4,4,0,4,the stock exchange dipped,the stock exchange dipped,"[0.000031,t],[3.187653,h],[4.890503,cancel],[5.792816,e],[7.442108, ],[9.798218,cancel],[11.426544,s],[12.996796,t],[15.233887,cancel],[16.698669,o],[18.889374,i],[20.419708,del],[22.834106,c],[27.228516,k],[28.725220, ],[30.435181,e],[34.087830,x],[37.818817,c],[39.288239,a],[40.285095,e],[41.670471,del],[44.051819,n],[45.376221,del],[46.485931,del],[49.167297,h],[50.607544,a],[54.305359,n],[57.039825,g],[59.010162,e],[60.058899, ],[62.551880,d],[66.599915,cancel],[68.598755,i],[71.749298,p],[75.146881,p],[76.526642,e],[79.574738,d],[81.090759,done]"
1,4.679950584003051,0.16129032258064516,0.0,26,0,0,0,5,mystery of the lost lagoon,mystery of the lost lagoon,"[0.000031,m],[1.899902,cancel],[4.394012,y],[7.313385,s],[9.956787,t],[11.597107,e],[13.786713,r],[15.991974,cancel],[18.223999,y],[20.196777, ],[22.209351,cancel],[23.765869,o],[26.917816,f],[27.677521, ],[29.162140,t],[32.319183,h],[33.333374,e],[34.170349, ],[37.976990,l],[40.562500,o],[43.529907,s],[44.837402,t],[46.561951, ],[48.595886,cancel],[51.100647,l],[52.535309,a],[55.169373,g],[58.176514,o],[59.634247,o],[62.262573,n],[64.103241,cancel],[65.390289,done]"
1,6.308681612371778,0.1,0.0,27,1,1,0,2,the store will close at ten,the store will close at ten,"[0.000031,t],[3.977417,h],[4.777313,e],[5.614838, ],[8.689850,cancel],[9.699402,s],[9.806824, ],[11.486908,del],[12.766083,cancel],[13.481110,t],[15.908997,o],[17.595703,r],[19.129333,e],[19.858704, ],[23.074463,w],[25.811340,i],[27.660950,l],[28.935760,l],[30.140503, ],[32.050568,c],[34.338989,l],[36.760651,o],[38.583405,s],[39.880646,e],[41.730713, ],[42.375519,a],[43.725861,t],[44.589996, ],[45.639679,t],[46.440857,e],[49.455658,n],[50.873596,done]"
1,3.631106994059408,0.3898305084745763,0.0,36,7,7,0,16,the treasurer must balance her books,the treasurer must balance her books,"[0.000031,t],[2.815613,h],[3.593262,e],[4.297577, ],[4.849731,e],[6.393005,del],[6.788971,t],[9.788330,cancel],[11.317383,r],[12.276764,e],[13.043884,a],[15.408783,cancel],[16.405334,cancel],[18.686157,s],[22.452972,cancel],[23.673767,cancel],[26.330292,u],[28.668488,cancel],[30.278961,r],[32.215057,e],[33.513794,r],[35.933350, ],[38.041138,m],[40.824799,u],[43.119202,s],[44.930328,t],[45.632996, ],[47.454559,cancel],[49.532471,b],[50.647430,a],[53.107513,cancel],[54.920898,s],[56.939758,del],[58.277985,cancel],[59.661407,l],[60.932526,cancel],[61.700775,a],[65.171844,cancel],[66.474884,n],[69.217041,i],[71.137238,del],[77.742676,c],[79.864288,cancel],[79.922394,a],[82.213226,cancel],[83.657104,del],[84.795105,a],[84.904297,e],[84.971741,a],[86.563080,cancel],[87.544708,del],[88.385254,del],[90.075470,cancel],[91.003571,del],[91.875214,e],[92.905914, ],[96.600494,cancel],[98.235291,h],[99.587128,e],[100.967987,r],[102.097198, ],[105.049286,b],[107.213379,o],[108.899811,o],[112.440430,k],[115.667206,s],[117.272522,done]"
1,4.459616144364714,0.24,0.0,19,2,2,0,4,life is but a dream,life is but a dream,"[0.000000,l],[2.707855,i],[5.932190,f],[7.031281,e],[7.981354,t],[9.266785,del],[10.354828, ],[13.464783,i],[17.064758,s],[18.090332, ],[21.682770,b],[24.605469,u],[25.725983,e],[26.943451,del],[27.328064,t],[29.419189, ],[30.920044,a],[32.162689, ],[35.289154,d],[38.374756,r],[39.904053,e],[40.906006,a],[43.119965,cancel],[44.199158,cancel],[45.444916,m],[47.015076,cancel],[48.434662,cancel],[50.537292,done]"
1,3.768616404625401,0.3333333333333333,0.0,22,8,8,0,3,you are not a jedi yet,you are not a jedi yet,"[0.000031,y],[4.808716,o],[7.857208,u],[9.824432,cancel],[11.368042, ],[12.444183,a],[14.464569,r],[16.400604,cancel],[17.136566,e],[18.497620, ],[21.047363,cancel],[22.328278,n],[25.052673,o],[26.365509,t],[27.011963, ],[27.869507,a],[31.530457,j],[32.321320,e],[34.334900,d],[37.780304,i],[39.184265, ],[40.337128,del],[41.477234,del],[42.316315,del],[43.547638,del],[44.485443,del],[45.026642, ],[47.021637,d],[47.487122,t],[48.396149, ],[49.425659,del],[50.133514,del],[51.349609,del],[53.699371,j],[54.542206,e],[56.700745,d],[58.976501,i],[59.781891, ],[64.546509,y],[65.633453,e],[66.868042,t],[68.198669,done]"
1,4.207306967823697,0.3,0.0,28,5,5,0,7,just what the doctor ordered,just what the doctor ordered,"[0.000031,j],[1.622406,t],[2.705139,cancel],[3.779236,del],[5.105072,cancel],[7.087891,u],[9.889557,cancel],[13.420868,s],[15.342194,t],[16.391144, ],[19.392151,w],[22.638580,h],[23.569611,a],[24.424683,e],[25.868683,del],[26.251221,t],[27.208893, ],[28.102386,e],[29.050018,del],[29.612427,t],[33.361450,h],[35.060333,cancel],[35.976318,e],[36.621368,t],[38.122894,del],[38.507935,del],[40.151550,e],[40.644104, ],[44.840179,cancel],[46.298615,d],[49.175781,o],[52.354889,c],[53.750946,t],[56.917999,o],[59.300476,cancel],[60.468109,r],[61.292755, ],[63.424042,o],[65.622314,r],[67.932587,d],[69.122925,e],[70.950684,r],[72.484283,e],[75.144073,d],[77.008881,cancel],[78.258240,done]"
1,4.582042550070907,0.25,0.0,21,3,3,0,4,santa claus got stuck,santa claus got stuck,"[0.000031,cancel],[1.625916,cancel],[2.842834,s],[3.658691,a],[6.854828,n],[8.831726,e],[10.241364,del],[12.205292,cancel],[13.115631,t],[13.820496,a],[14.784058,t],[16.598999,del],[17.111908, ],[19.670776,c],[21.828796,l],[22.504395,a],[24.334839,r],[25.597534,del],[26.991150,u],[29.156219,cancel],[30.665527,s],[31.386292, ],[34.614685,g],[37.034576,o],[38.519318,t],[39.356567, ],[41.903290,s],[43.093536,t],[46.023987,u],[48.807617,c],[52.378387,k],[54.807892,done]"
1,4.355232512618062,0.3333333333333333,0.0,26,4,4,0,9,one of the poorest nations,one of the poorest nations,"[0.000000,o],[2.339600,n],[3.492401,e],[4.196014, ],[6.237213,o],[8.829529,n],[11.012512,cancel],[12.006958,del],[14.434631,f],[15.295685, ],[16.143250,t],[18.617371,h],[19.920105,e],[20.549255, ],[23.479218,cancel],[25.360687,p],[26.795044,o],[27.897278,o],[29.879761,r],[30.591095,e],[33.247864,s],[34.707153,t],[35.345306, ],[38.494476,cancel],[39.891876,cancel],[41.178253,cancel],[42.596100,n],[43.728821,a],[45.401184,t],[47.905090,i],[51.175110,o],[53.023346,a],[53.152832,e],[53.197693,a],[54.570953,cancel],[55.851898,cancel],[56.805573,del],[57.674713,del],[58.549683,del],[59.800507,cancel],[61.413879,n],[64.717377,s],[68.882660,cancel],[70.249207,done]"
1,4.9500171834432445,0.3,0.0,21,1,1,0,8,are you talking to me,are you talking to me,"[0.000000,a],[2.348297,r],[3.808472,e],[4.757996, ],[8.707062,y],[10.647339,o],[13.204834,u],[13.715271, ],[15.430267,t],[16.132294,a],[17.620514,l],[19.423767,a],[19.591400,cancel],[20.781464,cancel],[21.707092,del],[23.291046,cancel],[24.469391,cancel],[25.902466,cancel],[27.161133,cancel],[29.503357,k],[31.502106,i],[34.128296,n],[36.403259,cancel],[38.194550,g],[39.098694, ],[41.166534,t],[42.681427,cancel],[43.942108,o],[45.178558, ],[47.455353,m],[48.484680,e],[50.188324,done]"
1,4.051435714441912,0.2926829268292683,0.0,29,6,6,0,6,prevailing wind from the east,prevailing wind from the east,"[0.000031,p],[1.537140,r],[3.206818,cancel],[4.292908,e],[6.141449,cancel],[8.319855,v],[10.304840,a],[12.555573,i],[15.094604,l],[16.867859,i],[19.251770,n],[23.390472,g],[24.748108, ],[27.641113,cancel],[29.768463,w],[31.774536,i],[33.933167,n],[37.543793,d],[38.466095, ],[41.120667,f],[44.108063,o],[45.826172, ],[47.054932,del],[47.763885,del],[50.656952,r],[52.498657,o],[54.073517,m],[56.015717,t],[58.349365,h],[59.662964,del],[60.356903,del],[62.998505,cancel],[63.753174,t],[65.352203,del],[66.056580, ],[67.629303,cancel],[68.471649,t],[70.153656,o],[71.333557,del],[73.903748,cancel],[75.573547,h],[76.354614,e],[77.643585, ],[78.396942,e],[79.306122,a],[81.453278,s],[82.933563,t],[84.721191,done]"
1,4.952005047887906,0.20454545454545456,0.0,35,3,3,0,6,where did you get such a silly idea,where did you get such a silly idea,"[0.000031,w],[3.588348,h],[4.599976,e],[6.167633,r],[7.032013,e],[8.224670, ],[10.666321,d],[12.600311,i],[14.099945,d],[14.709869, ],[18.022003,y],[20.651978,o],[23.122711,u],[23.882782, ],[26.882507,g],[28.851349,cancel],[29.652405,e],[30.457184,t],[31.190704, ],[34.730286,s],[37.517792,u],[39.534210,i],[40.944458,del],[42.299591,c],[45.021393,h],[45.792389, ],[46.542877,a],[49.228790, ],[52.025574,s],[55.651611,cancel],[56.637573,i],[58.516174,cancel],[59.848267,cancel],[60.931183,l],[62.163147,l],[64.303009,cancel],[66.824127,y],[69.559143,i],[70.909058,del],[71.214752, ],[72.678711,i],[75.334839,d],[77.448792,cancel],[78.375366,e],[79.014557,a],[80.899536,s],[82.390869,del],[87.114777,done]"
1,3.6870397014420013,0.3157894736842105,0.0,26,5,5,0,7,olympic athletes use drugs,olympic athletes use drugs,"[0.000031,cancel],[2.059814,o],[4.525146,l],[9.366150,y],[13.501770,cancel],[13.649780,e],[13.724762,a],[15.217010,del],[16.872986,cancel],[17.652405,del],[19.579285,cancel],[21.126343,m],[24.208618,p],[26.089264,i],[29.076691,c],[31.583099, ],[33.974945,a],[35.482239,u],[36.465668,del],[37.172821,t],[41.586090,h],[42.629425,e],[44.410828,del],[46.728088,l],[48.011627,e],[49.120972,t],[51.831238,cancel],[53.926697,i],[54.899231,del],[56.378265,cancel],[57.055176,e],[61.275116,s],[62.590912, ],[65.448608,u],[67.773346,s],[68.727356,e],[69.397675, ],[71.470245,d],[73.080963,r],[75.586426,u],[77.701324,g],[80.149597,cancel],[81.366089,s],[83.787964,done]"
1,5.073541471170023,0.28205128205128205,0.0,28,4,4,0,7,people blow their horn a lot,people blow their horn a lot,"[0.000000,p],[0.897888,e],[3.346252,o],[5.383636,cancel],[6.957947,p],[8.661743,cancel],[9.620697,l],[10.617523,o],[12.011383,cancel],[13.007446,cancel],[13.791199,del],[14.255646,e],[15.927673,cancel],[18.219666, ],[21.274933,b],[23.647614,l],[25.844574,o],[28.973999,w],[29.549225, ],[30.203400,t],[32.948273,h],[33.705658,e],[36.226349,i],[37.950317,cancel],[38.935608,r],[39.539429, ],[42.115295,h],[43.690552,o],[45.679932,r],[48.214996,n],[48.925446,t],[50.212006,del],[50.589111, ],[51.294800,a],[52.912964,l],[54.769531,o],[56.234589,del],[56.820526,del],[57.940216,cancel],[59.336823, ],[60.920288,l],[62.899536,o],[63.860718,t],[65.269867,done]"
1,4.279498351113489,0.4358974358974359,0.0,22,12,12,0,5,mary had a little lamb,mary had a little lamb,"[0.000031,m],[1.507141,a],[3.818542,r],[7.368073,y],[8.012115, ],[9.528778,cancel],[11.289917,h],[12.278015,cancel],[14.104156,c],[14.261108,e],[14.283661,a],[15.532074,cancel],[16.164093,del],[16.676025,u],[17.472443,u],[18.150085,del],[18.838531,del],[19.613251,del],[20.315796,del],[21.393097,a],[24.195099,d],[24.976624, ],[25.591125,a],[27.357178,cancel],[28.847168,l],[29.904572, ],[30.450836, ],[31.655762,del],[32.559662,del],[33.609894,del],[34.077637, ],[35.419312,l],[37.921875,i],[39.141144,t],[39.612000,t],[41.590363,l],[43.166931,e],[44.041931, ],[45.820313,l],[46.968536,t],[47.919250,a],[48.075989,e],[48.092407,a],[48.937988,del],[49.502869,del],[50.124756,del],[50.745728,del],[51.563965,a],[53.866516,cancel],[55.297150,m],[58.885406,b],[60.490601,done]"
1,4.546505969736242,0.2,0.0,36,4,4,0,5,a thoroughly disgusting thing to say,a thoroughly disgusting thing to say,"[0.000031,a],[0.782715, ],[1.497040,e],[2.601349,del],[3.287201,t],[6.419861,h],[8.501038,o],[10.675720,r],[13.096924,o],[15.881958,cancel],[17.154327,o],[18.563354, ],[19.607086,del],[20.600128,del],[24.679657,u],[27.982361,g],[31.986206,h],[34.528442,l],[36.959412,y],[37.533447, ],[39.330170,d],[42.043335,i],[46.366455,s],[48.721466,g],[51.693726,u],[55.076691,cancel],[56.886993,cancel],[59.036591,s],[60.199738,t],[62.750763,i],[66.065552,n],[68.181793,g],[68.891205, ],[69.681824,t],[72.224823,h],[74.084778,i],[76.412903,n],[79.177002,g],[79.677917, ],[80.265198,t],[82.198486,o],[82.901123, ],[84.723724,cancel],[85.839569,s],[86.879272,a],[88.483551,cancel],[90.639374,y],[91.020355, ],[92.378632,del],[93.568695,done]"
1,6.850445941438587,0.10256410256410256,0.0,35,1,1,0,3,every saturday he folds the laundry,every saturday he folds the laundry,"[0.000000,e],[3.312469,v],[4.444702,e],[6.006653,r],[8.251770,cancel],[9.486664,cancel],[10.835236,y],[11.563507, ],[13.556396,s],[14.323212,a],[15.575256,t],[17.791626,u],[19.800629,cancel],[20.597626,r],[22.587799,d],[23.462036,a],[25.534576,y],[26.074707, ],[28.512482,h],[29.104370,t],[30.172699,del],[30.575958,e],[31.612305, ],[34.386505,f],[36.878021,o],[38.636078,l],[40.321655,d],[42.601929,s],[43.221008, ],[43.941833,t],[46.092712,h],[46.490448,e],[47.232178, ],[48.467926,l],[49.554230,a],[52.135284,u],[54.037415,n],[56.246124,d],[57.650757,r],[59.558167,y],[60.944763,done]"
1,5.251749621631002,0.2857142857142857,0.0,25,7,7,0,3,mom made her a turtleneck,mom made her a turtleneck,"[0.000000,m],[1.702972,o],[2.969940,m],[3.478088, ],[5.445526,cancel],[6.721832,m],[7.370331,a],[9.003815,d],[9.673523,e],[10.329193, ],[13.956909,h],[14.497925,e],[15.789886,r],[16.578888,t],[17.142426,a],[18.216492, ],[19.234161, ],[20.169037,del],[20.765900,del],[21.441101,del],[22.195984,del],[23.542511, ],[24.192657,a],[24.886688, ],[25.907379,t],[28.394623,cancel],[30.092834,u],[31.665070,r],[33.797424,t],[36.902283,l],[37.602600,e],[39.584412,n],[40.227936,e],[42.644684,i],[45.733978,k],[46.808685,del],[47.474609,del],[48.530334,cancel],[49.568420,i],[50.705688,del],[51.964813,c],[54.838867,k],[57.432678,done]"
1,6.405562866903882,0.17142857142857143,0.0,29,0,0,0,6,do you like to shop on sunday,do you like to shop on sunday,"[0.000031,d],[1.748169,cancel],[3.358673,o],[4.202789, ],[6.796173,y],[8.500397,o],[11.416382,u],[11.765656, ],[13.267334,l],[15.188843,i],[16.584137,cancel],[19.109222,k],[20.038330,e],[20.494019, ],[21.038727,t],[22.648682,o],[23.283325, ],[25.937317,s],[28.303436,h],[29.839325,cancel],[30.773285,o],[32.814941,cancel],[34.872070,p],[35.304840, ],[36.780701,o],[38.397461,cancel],[39.620667,n],[40.504700, ],[42.108246,s],[44.797333,u],[45.882294,cancel],[47.016907,n],[49.019318,d],[49.760590,a],[52.454407,y],[53.511078,done]"
1,5.080866922000506,0.2857142857142857,0.0,30,2,2,0,10,i spilled coffee on the carpet,i spilled coffee on the carpet,"[0.000031,i],[0.916168, ],[2.409454,cancel],[3.935364,cancel],[6.362305,s],[8.054810,cancel],[9.735352,p],[11.675873,i],[14.481293,l],[15.799194,l],[18.259705,cancel],[19.101135,e],[22.633972,d],[23.401642, ],[25.112427,c],[27.812744,o],[30.270081,k],[31.336151,del],[32.509460,f],[33.885040,f],[34.688995,e],[35.374695, ],[38.021667,cancel],[38.737366,del],[39.786621,e],[40.832184, ],[43.098083,o],[45.381287,n],[46.287994, ],[47.477966,t],[49.728851,h],[50.318665,e],[50.857239, ],[52.272552,cancel],[53.722260,c],[54.427765,a],[56.466583,r],[58.989685,cancel],[60.160706,cancel],[62.194366,cancel],[63.678162,p],[64.584015,e],[67.013458,cancel],[68.492249,t],[70.001251,done]"
